date,average_temperature,precipitation_sum,wind_speed_10m_max,sunshine_duration,snowfall_sum,CollisionCount
2023/4/11,9.2,7.5,39.4,22143.32,0,10
2023/4/12,7.75,3.2,46,34588.93,0,7
2023/4/13,8.1,1,27,43989.52,0,12
2023/4/14,6.2,9.3,21.3,7506.94,0,5
2023/4/15,9.85,1.1,18,29437.63,0,5
2023/4/16,10.1,0,10.5,8804.16,0,3
2023/4/17,11.6,0.5,18.4,33329.36,0,5
2023/4/18,9.5,0.2,32.2,21109.46,0,6
2023/4/19,10.6,0,29.7,45694.43,0,8
2023/4/20,9.95,2.3,29.4,38180.85,0,4
2023/4/21,7.95,3.3,16.3,25423.94,0,6
2023/4/22,7.45,1.5,17.7,31673.6,0,3
2023/4/23,9.85,3.9,22,15466.25,0,6
2023/4/24,8.7,13.8,20.4,25812.83,0,7
2023/4/25,5.75,0,12.9,37981.8,0,20
2023/4/26,7.4,0,15.1,22907.35,0,13
2023/4/27,9.55,6.7,21.8,6199.49,0,8
2023/4/28,12.3,0.7,22.5,27535.35,0,5
2023/4/29,11.1,0,13.4,48842.04,0,7
2023/4/30,11,0,15.9,33127.21,0,7
2023/5/1,12.55,1,16,32198.89,0,5
2023/5/2,10.25,0,18.8,16921.25,0,7
2023/5/3,9.45,0,24.1,49622.33,0,9
2023/5/4,13.35,0.9,24.8,36345.5,0,11
2023/5/5,14,0.7,19.9,39610.31,0,11
2023/5/6,11.75,5.6,23.3,3563.99,0,7
2023/5/7,15.15,0.7,10.7,23294.02,0,8
2023/5/8,12.45,5,23.4,11165.22,0,7
2023/5/9,13.85,7.7,18.6,24508.6,0,5
2023/5/10,13.4,6.2,22,44284.68,0,11
2023/5/11,12.65,3.7,9.4,46800,0,6
2023/5/12,10.8,1.9,32,0,0,13
2023/5/13,11.8,0,20.2,24562.82,0,3
2023/5/14,13,0.7,11.5,35407.08,0,4
2023/5/15,10.5,0.5,23.7,35361.27,0,7
2023/5/16,11,0.2,21.9,50438.71,0,17
2023/5/17,11.55,0.4,11.1,47184.1,0,6
2023/5/18,13.3,0.2,14.1,50400,0,9
2023/5/19,12.4,1.1,15.9,27993.65,0,13
2023/5/20,12.7,0.1,22.9,51233.08,0,3
2023/5/21,12.7,0,25,42049.97,0,3
2023/5/22,14.3,0,24.2,40646.16,0,7
2023/5/23,12.7,0,16.7,45092.66,0,12
2023/5/24,14.2,0,14.9,51436.79,0,12
2023/5/25,13.2,0,16.6,24667.83,0,15
2023/5/26,12.8,0,20.9,52037.05,0,15
2023/5/27,13.3,0,18.2,52331.49,0,20
2023/5/28,13.6,0,25.3,52125.62,0,9
2023/5/29,12.45,0,26.6,53207.31,0,4
2023/5/30,12.45,0,27.1,40510.48,0,6
2023/5/31,14.8,0,23.9,27182.47,0,11
2023/6/1,14.15,0,23,40136.29,0,15
2023/6/2,13.95,0,22.7,40640.33,0,10
2023/6/3,14.5,0,21.9,52655.09,0,12
2023/6/4,14.8,0,18.5,53903.83,0,4
2023/6/5,13,0,20.4,48359.29,0,7
2023/6/6,13.55,0.1,21.9,26764.66,0,16
2023/6/7,14.45,0,19.7,54434.68,0,7
2023/6/8,14.9,0,21.9,54610.83,0,17
2023/6/9,17.4,0,22.9,54674.39,0,10
2023/6/10,21.35,0,19.5,54623.24,0,7
2023/6/11,22.75,0,11.5,48834.95,0,8
2023/6/12,21.45,5.7,13.3,51860.44,0,8
2023/6/13,20.15,0,24.4,54880.7,0,17
2023/6/14,18.8,0,18.8,54920.05,0,20
2023/6/15,18.85,0,17.3,54954.43,0,22
2023/6/16,18.8,0,17.4,54983.8,0,17
2023/6/17,18.2,2.1,13.8,47821.49,0,9
2023/6/18,19.95,16.9,18.9,26038.37,0,9
2023/6/19,18.5,0.9,21.6,55041.48,0,15
2023/6/20,18.75,5.9,24.3,32294.39,0,16
2023/6/21,19.2,1,16.5,50935.82,0,12
2023/6/22,19.95,0,15.8,52925.4,0,14
2023/6/23,20.25,0,17.9,52301.39,0,15
2023/6/24,20.65,0.2,14.4,51894.78,0,10
2023/6/25,22.05,0.1,27.8,54877.59,0,10
2023/6/26,18,0,23.5,42570.43,0,12
2023/6/27,18,0,20.5,19086.52,0,11
2023/6/28,20.55,0.5,15.5,12064.36,0,10
2023/6/29,18.95,5.5,15.7,33555.12,0,10
2023/6/30,15.05,0.6,33.2,15309.19,0,12
2023/7/1,18.85,0.2,24.4,41808.66,0,7
2023/7/2,15.85,0,27.7,54144.79,0,6
2023/7/3,15.55,0.7,33.5,39011.73,0,9
2023/7/4,16,14.8,18.4,21600,0,12
2023/7/5,15.1,4.4,23.8,54515.07,0,8
2023/7/6,15.8,0,20.3,52717.62,0,15
2023/7/7,19.55,0,17.9,54273.62,0,10
2023/7/8,21.5,12.6,20.9,34628.34,0,8
2023/7/9,18.95,4.9,22.1,31917.07,0,8
2023/7/10,18,0,29.6,39844.15,0,13
2023/7/11,19.4,4,27.5,37330.41,0,17
2023/7/12,17.35,1,26.1,53352.61,0,9
2023/7/13,17.15,0.5,22.1,46955.58,0,11
2023/7/14,16.65,7.8,31.5,0,0,5
2023/7/15,17.3,1.4,43.9,41328.01,0,4
2023/7/16,17.25,0,31.8,46186.61,0,7
2023/7/17,16.75,0.6,22.5,48535.38,0,8
2023/7/18,16.65,0.1,18.4,44237.65,0,5
2023/7/19,18.3,0.4,20,41624.12,0,12
2023/7/20,17,0.1,14.2,51037.97,0,14
2023/7/21,15.8,0.1,17.7,36012.92,0,9
2023/7/22,15.65,10.7,31.4,9652.05,0,6
2023/7/23,18.95,0.9,30.1,48887.37,0,7
2023/7/24,15.5,2.3,19.6,13024.04,0,7
2023/7/25,15.95,0.7,17.6,50848.02,0,7
2023/7/26,15.35,10,22.1,33051.37,0,10
2023/7/27,18.95,5.1,27.4,3318.68,0,8
2023/7/28,19.25,0.2,20.9,22485,0,7
2023/7/29,18.25,0.7,26.1,41160.75,0,3
2023/7/30,17.6,3.2,30.4,26743.34,0,7
2023/7/31,18,2.6,27.9,22023.32,0,5
2023/8/1,17.85,2,24.9,42768.91,0,13
2023/8/2,17.15,16.8,32.3,22663,0,7
2023/8/3,17.45,0.1,18.9,43331.52,0,12
2023/8/4,16.2,0.4,16.9,34168.96,0,5
2023/8/5,15.9,18.2,29.9,8848.26,0,5
2023/8/6,14.6,0.9,24.5,49970.93,0,6
2023/8/7,15.4,0,18.4,44392.59,0,9
2023/8/8,14.25,2.4,23.2,5938.09,0,9
2023/8/9,17.45,0,11.1,49718.66,0,13
2023/8/10,19.2,0,16.6,49541.87,0,9
2023/8/11,20.1,0.6,22.5,31634.16,0,7
2023/8/12,17.45,0.5,32.6,39899.38,0,3
2023/8/13,18.55,0.3,25.8,39679.12,0,8
2023/8/14,18.45,3.8,31.5,27531.32,0,6
2023/8/15,17.35,0.2,17.3,45911.21,0,9
2023/8/16,18.65,0.2,16.2,48356.04,0,9
2023/8/17,18.95,0.1,23.4,48152.23,0,9
2023/8/18,20.45,4.2,22.3,22384.75,0,9
2023/8/19,19.5,0.2,27.8,47433.07,0,10
2023/8/20,19.5,0.4,19.1,41982.58,0,8
2023/8/21,19.1,0,20.7,39162.62,0,3
2023/8/22,19.5,0,18.6,38144.68,0,9
2023/8/23,19,0,7.6,44657.16,0,11
2023/8/24,20.35,1.3,14,25078.22,0,5
2023/8/25,16.8,0.1,18.5,43032.56,0,11
2023/8/26,15.45,1.2,17.2,33303.91,0,3
2023/8/27,15.05,0.2,20.3,43426.79,0,7
2023/8/28,15.7,0.2,15.5,40394.86,0,7
2023/8/29,15.6,0,17.4,28272.89,0,9
2023/8/30,15.35,0.3,21,43790.61,0,7
2023/8/31,14.15,1.3,14.6,3569.99,0,12
2023/9/1,18.05,1.4,8.5,21916.03,0,3
2023/9/2,19.35,0.4,15.6,29671.54,0,5
2023/9/3,18.9,0,12.4,41769.03,0,7
2023/9/4,21.25,0,18.9,43346.48,0,6
2023/9/5,21.8,0,16.9,43253.41,0,7
2023/9/6,22.35,0,10.5,43203.65,0,14
2023/9/7,23.65,0,13.7,43200,0,14
2023/9/8,23.75,0,8.6,37701.19,0,10
2023/9/9,24.5,0,7.6,43037.18,0,9
2023/9/10,24.5,1.6,20.9,38850.16,0,7
2023/9/11,20.95,0,18.6,34515.25,0,13
2023/9/12,19.7,2.9,18.4,33937.21,0,17
2023/9/13,16.05,0.1,19.5,42250.96,0,11
2023/9/14,17.2,0,12.8,42022.9,0,17
2023/9/15,17.9,0,13.5,41794.69,0,14
2023/9/16,19.2,0,17.1,31848.69,0,10
2023/9/17,18,4.9,26.3,24493.39,0,5
2023/9/18,16.55,7.2,32.3,35472.37,0,5
2023/9/19,16.4,0.4,45.6,4670.01,0,12
2023/9/20,17.55,27.4,48.5,12596.43,0,15
2023/9/21,14.2,5.4,17.1,34691.81,0,18
2023/9/22,13.15,1.5,19.1,38498.21,0,8
2023/9/23,12.75,0,16.1,37372.17,0,9
2023/9/24,16.55,0,30.6,21449.38,0,6
2023/9/25,17.85,0.2,24.7,37918.4,0,8
2023/9/26,17.9,1.8,25.7,26756.59,0,15
2023/9/27,17.45,0,28.7,18000,0,11
2023/9/28,16.5,0.4,26.4,18290.33,0,7
2023/9/29,16,2.1,20.1,36111.66,0,14
2023/9/30,14.75,0,19,28372.47,0,7
2023/10/1,19.05,0,22.4,21563.6,0,10
2023/10/2,18.45,4.1,25.9,5811.22,0,5
2023/10/3,15.05,0.3,25,36000,0,12
2023/10/4,14.2,0,25.1,26811.89,0,19
2023/10/5,15.25,0.2,22.1,24988.35,0,7
2023/10/6,17.25,0,24.6,35715.8,0,5
2023/10/7,18.4,0,21.9,35961.49,0,13
2023/10/8,18,0,12.2,35441.5,0,6
2023/10/9,17.9,0,11,35303.83,0,6
2023/10/10,16.9,0,20.6,34181.11,0,14
2023/10/11,17.4,1.5,25.3,12132.48,0,10
2023/10/12,14.6,15.5,16.9,0,0,6
2023/10/13,15.25,13.3,38.3,18542.54,0,15
2023/10/14,10.05,0.3,20.7,34623.88,0,3
2023/10/15,7.4,0,14.2,34478.58,0,6
2023/10/16,7.2,0,19.1,10275.76,0,13
2023/10/17,12.2,0,27.8,32905.8,0,10
2023/10/18,13.45,7.3,33.2,0,0,13
2023/10/19,16.1,7.3,28.7,15822.98,0,15
2023/10/20,14,9.9,17.9,8943.41,0,11
2023/10/21,12.55,3.4,21.8,24284.61,0,8
2023/10/22,10.9,0,12.7,30706.44,0,6
2023/10/23,10.95,0.8,16.3,14233.9,0,13
2023/10/24,10.75,3.2,17.4,28800,0,6
2023/10/25,10.95,0.8,16.2,17826.97,0,12
2023/10/26,11.5,2.6,18.2,25645.11,0,10
2023/10/27,10.75,1.7,17.8,23782.55,0,5
2023/10/28,12.15,10.6,26.1,27675.96,0,9
2023/10/29,10.75,5.8,24.7,17322.48,0,7
2023/10/30,10.55,0.8,18.4,25154.06,0,9
2023/10/31,10.35,2.5,15.2,25767,0,13
2023/11/1,11.6,11.2,32,17471.43,0,8
2023/11/2,10.25,17.9,42.8,0,0,5
2023/11/3,10.1,5.7,27.2,30081.57,0,10
2023/11/4,8.85,5.5,26.5,15928.7,0,6
2023/11/5,9.35,0.1,29.6,28243.65,0,8
2023/11/6,9.55,0,25.6,29240.03,0,7
2023/11/7,8.65,0.1,26,28961.5,0,10
2023/11/8,9.45,3.3,35.8,0,0,4
2023/11/9,8.2,0.1,23.5,25054.71,0,13
2023/11/10,6.8,1.7,20.3,16893.06,0,8
2023/11/11,6.5,0,14.5,27911.64,0,3
2023/11/12,6.35,2,12.4,0,0,4
2023/11/13,11.7,12.5,37.6,20191,0,12
2023/11/14,10.6,6.1,28,2095.82,0,9
2023/11/15,8.15,0,27.4,27235.32,0,10
2023/11/16,5.6,3,13.8,0,0,9
2023/11/17,6.9,1.3,14.6,25184.35,0,8
2023/11/18,11.45,5.4,26.1,0,0,6
2023/11/19,12.1,0,30.4,18111.14,0,3
2023/11/20,9.75,3,22.3,18957,0,6
2023/11/21,8.35,0.7,21.9,0,0,6
2023/11/22,6.5,0,15.7,7356.43,0,5
2023/11/23,10.35,0.2,25.4,15485.7,0,10
2023/11/24,6,0.1,25.3,17774.32,0,8
2023/11/25,2.45,0,13.4,25475.71,0,10
2023/11/26,4.55,4.9,18,0,0,7
2023/11/27,7.35,5.1,22.4,4973.7,0,8
2023/11/28,3.6,0,19.5,24599.45,0,7
2023/11/29,1.65,0,10,20280.82,0,8
2023/11/30,0.9,0,19.1,22213.08,0,10
2023/12/1,0.75,0,17.4,20474.19,0,12
2023/12/2,-2.05,0,13.5,3029.55,0,1
2023/12/3,4.15,7,21.1,900.95,0.56,5
2023/12/4,6.8,7.8,25.4,0,0,5
2023/12/5,4.55,2.5,18.8,0,0,5
2023/12/6,2.6,0,12.7,23414.95,0,16
2023/12/7,6.7,5.7,28,0,0,12
2023/12/8,8.25,0,21.4,21542.88,0,4
2023/12/9,10.65,7.9,33.6,7489.47,0,3
2023/12/10,9.4,2.1,35,171.28,0,4
2023/12/11,7.75,0,38,22684.45,0,11
2023/12/12,9.3,7.3,21.3,8487.83,0,7
2023/12/13,6.9,0.5,31.3,3600,0,10
2023/12/14,4.6,0.9,15.6,0,0,7
2023/12/15,5.35,0,12.9,22600.44,0,8
2023/12/16,8.1,0,21.2,0,0,8
2023/12/17,8.75,0,30.6,22289.64,0,6
2023/12/18,9.8,0,25,3293.18,0,5
2023/12/19,8.75,12.7,26.1,0,0,7
2023/12/20,8,0,27.3,13797.71,0,6
2023/12/21,10.9,0.3,35.3,8950.59,0,13
2023/12/22,9.75,0.3,33.6,0,0,2
2023/12/23,9.45,0,30.3,19693.03,0,5
2023/12/24,11.95,1.2,33.8,0,0,5
2023/12/25,11.65,3.2,29.5,207.6,0,3
2023/12/26,6.8,0.2,23.7,16428.71,0,0
2023/12/27,9.35,6.3,40.2,0,0,3
2023/12/28,10.35,0.4,40.5,21043.01,0,3
2023/12/29,8.25,1.5,28.2,15871.95,0,5
2023/12/30,8.35,3.6,37,4205.29,0,7
2023/12/31,8.4,7.6,40.7,20919.39,0,1
