date,average_temperature,precipitation_sum,wind_speed_10m_max,sunshine_duration,snowfall_sum,CollisionCount
2013/1/1,6.05,0.2,18.1,22640.7,0,1
2013/1/2,6.45,0.1,18.3,0,0,7
2013/1/3,10.45,0,19.8,0,0,4
2013/1/4,8.75,0,16.3,0,0,6
2013/1/5,8.5,0,14.8,33.92,0,8
2013/1/6,6.9,0,11,0,0,3
2013/1/7,7.65,0,15.2,2896.7,0,8
2013/1/8,9.05,2.1,17,1615.85,0,9
2013/1/9,4.8,3.5,13.7,15448.89,0,7
2013/1/10,2.2,0,9.5,1698.52,0,9
2013/1/11,3.25,0,11.2,15796.86,0,6
2013/1/12,2.75,3.4,22.3,914.95,0.14,3
2013/1/13,0.4,0,16.5,23544.89,0,3
2013/1/14,0.15,4.2,22.5,312.98,2.17,6
2013/1/15,-0.2,0.1,24.2,22053.19,0.14,9
2013/1/16,-1.55,0,8.6,20532,0,11
2013/1/17,-1.9,0,12.2,14951.58,0,8
2013/1/18,-1.55,4.8,21.7,0,3.5,3
2013/1/19,-0.05,0.4,19.2,6532.88,0.63,1
2013/1/20,-1.35,5,17.3,0,3.78,0
2013/1/21,-1.4,0,9.2,13449.26,0.28,0
2013/1/22,-1.95,1.1,22.2,786.41,0.77,3
2013/1/23,0.95,1,20.6,0,1.19,6
2013/1/24,-0.25,0,13.4,22414.22,0,4
2013/1/25,-1.8,0,24.5,10773.08,0,5
2013/1/26,3.65,5,31.5,23845.91,1.61,0
2013/1/27,6.85,3.9,32.6,25200,0,1
2013/1/28,5.95,2.6,40.4,9445.15,0,6
2013/1/29,10.45,1.8,34,0,0,14
2013/1/30,9.25,4.5,35.5,27861.17,0,9
2013/1/31,8.05,1.2,34.9,27737.55,0,10
2013/2/1,4.45,3.4,20.9,8757.38,0,7
2013/2/2,1.7,0,25.3,28504.57,0,4
2013/2/3,2.8,0,23.9,46.98,0,1
2013/2/4,7.25,0,30.7,28506.63,0,3
2013/2/5,3.35,2.5,31.9,27019.11,0.21,12
2013/2/6,3.35,1,31.1,28598,0,13
2013/2/7,2.35,1,22.5,20026.52,0,4
2013/2/8,1.5,0,17.1,24015.86,0,4
2013/2/9,1.5,0,14.5,15559.85,0.07,6
2013/2/10,2.5,12.3,26.3,0,2.59,6
2013/2/11,1.5,5.3,19.2,3007.6,3.22,6
2013/2/12,1.15,0,14.8,9760,0,10
2013/2/13,0.5,1.2,23.4,4992.37,0.91,10
2013/2/14,6.5,7.1,25,27909.25,0,4
2013/2/15,4.5,0,13.5,30016.89,0,7
2013/2/16,5.8,0,6.9,28892.18,0,4
2013/2/17,3.45,0,15.4,31802.79,0,2
2013/2/18,3.6,0,14,32303.5,0,6
2013/2/19,1.85,0,10.6,19469.2,0,7
2013/2/20,1.3,0,21.4,20115.66,0,8
2013/2/21,0.7,0,21.9,5746.32,0,5
2013/2/22,0.25,0,24.3,24658.68,0,4
2013/2/23,0.55,0,21.4,10869.99,0.07,3
2013/2/24,0.8,0.2,24.9,28361.94,0.07,1
2013/2/25,2.25,0,21.3,2734.61,0,3
2013/2/26,3.55,0,21.6,0,0,4
2013/2/27,3.15,0,19.5,3804.37,0,5
2013/2/28,4.3,0.9,20.1,20924.39,0,7
2013/3/1,4.1,0,19.2,19487.25,0,2
2013/3/2,2.2,0,11.8,32244.68,0,3
2013/3/3,2.3,0,15.6,26974.07,0,1
2013/3/4,3.95,0,15.5,35487.35,0,10
2013/3/5,6.45,0,10.4,35715.99,0,7
2013/3/6,7.5,0.7,13.7,11035.64,0,9
2013/3/7,8.2,3.3,13.1,0,0,4
2013/3/8,8.65,6.9,13.6,0,0,5
2013/3/9,4.85,0.3,13.3,0,0,2
2013/3/10,2,0.1,25.5,11211.32,0.14,2
2013/3/11,-0.2,0,36.8,6349,0.63,5
2013/3/12,0.45,0,32.4,28566.93,0.07,11
2013/3/13,2.2,0.1,18.6,37676,0.07,6
2013/3/14,1.15,0.3,12.4,34755.97,0,6
2013/3/15,3.85,5.9,30.8,9974.63,0.56,9
2013/3/16,6.05,8.7,33.5,13733.5,0,2
2013/3/17,4.3,8.4,20.3,6011.7,0,2
2013/3/18,3.4,4.4,8.2,30486.22,0,11
2013/3/19,3.75,2.2,9.7,29438.16,0,8
2013/3/20,3.35,1.9,14.6,33910.21,0,8
2013/3/21,2.8,0.1,24.1,17177.39,0,5
2013/3/22,3.4,7.4,29.9,7360.04,0.91,6
2013/3/23,1.55,6.5,27,0,3.01,0
2013/3/24,0.05,0,27.1,0,0.84,3
2013/3/25,0.4,0,26.8,833.11,0,5
2013/3/26,0.3,0,22.6,7161.64,0.07,7
2013/3/27,0.75,0.1,19.1,39377.03,0,8
2013/3/28,0.95,0.1,20.8,36434.91,0,6
2013/3/29,-0.1,0,19,22493.6,0,5
2013/3/30,1.5,0.3,19.1,39307.41,0,0
2013/3/31,0.2,0,16.5,24604.86,0,1
2013/4/1,1.95,0,27.8,24612.53,0,2
2013/4/2,2.95,0,23.7,42856.43,0,14
2013/4/3,1.6,0,30,35983.73,0,2
2013/4/4,1.8,1.8,29.8,41162.59,0.63,6
2013/4/5,3.6,0.6,30.6,32275.91,0,8
2013/4/6,3.35,0,19,38769.38,0,1
2013/4/7,3.3,0,14.5,35129.75,0,1
2013/4/8,5.15,0,18.4,31919.85,0,5
2013/4/9,4.6,2,18.9,861.16,0,11
2013/4/10,6.5,3.7,21.3,25179.97,0,15
2013/4/11,7.8,4.9,20.9,9207.28,0,6
2013/4/12,8.55,7.2,21.1,21380.79,0,3
2013/4/13,7.3,5.5,29.2,19919.08,0,2
2013/4/14,14.05,0.5,28.7,42911.97,0,4
2013/4/15,11.1,0,27.1,32318.8,0,3
2013/4/16,11.15,0,30,36726.85,0,8
2013/4/17,11.6,0,30,18523.5,0,12
2013/4/18,9.6,1.1,41.4,46648.28,0,17
2013/4/19,8.45,1.9,22.9,39811.86,0,18
2013/4/20,5.55,0,11.9,47070.95,0,6
2013/4/21,6.8,0,16.6,47280.41,0,7
2013/4/22,9.05,0,21.6,26033.43,0,8
2013/4/23,14.15,0,16.7,44754.04,0,11
2013/4/24,11.7,0.4,19.8,31058.66,0,13
2013/4/25,14.3,0,18.8,45600.24,0,13
2013/4/26,7.9,8.1,18.3,33956.55,0,11
2013/4/27,6.3,1.9,18.9,45882.47,0,5
2013/4/28,5.55,0,22.2,35832.46,0,6
2013/4/29,8.8,0.8,21.2,44607.69,0,8
2013/4/30,7.6,0,16.9,49126.19,0,12
2013/5/1,8.25,0,14.1,49324.04,0,13
2013/5/2,8.75,0,14.7,49519.82,0,14
2013/5/3,9.95,0,16.8,49713.38,0,13
2013/5/4,10.9,0.6,25.8,31780.88,0,3
2013/5/5,10.9,0,11.2,27626.21,0,2
2013/5/6,12.8,0,7.6,49608.75,0,8
2013/5/7,12.85,0,11.6,50285.06,0,23
2013/5/8,13.1,3.8,25.2,27440.03,0,13
2013/5/9,10.2,1,41.6,43200,0,14
2013/5/10,12.55,0.6,30.9,50304.31,0,13
2013/5/11,10.55,5.9,30.7,44106.45,0,3
2013/5/12,9.35,0.6,23.6,22021.62,0,4
2013/5/13,10.05,0.1,30.4,43309.52,0,5
2013/5/14,8.45,10.7,30,17891.56,0,6
2013/5/15,9.5,1.2,33.7,33329.37,0,11
2013/5/16,9.15,1.3,10.5,50441.02,0,14
2013/5/17,8.4,0.1,17.6,15195.55,0,9
2013/5/18,10.5,0,15.5,5229.02,0,6
2013/5/19,12.05,0.1,13.1,24234.75,0,8
2013/5/20,13.45,3.1,21.8,0,0,5
2013/5/21,12.85,0,19.4,990.07,0,15
2013/5/22,10.85,0,20,10540.53,0,13
2013/5/23,8.15,2.7,22.6,48970.02,0,12
2013/5/24,7.75,7.5,26.5,26393.7,0,10
2013/5/25,9.65,0,19.4,43199.64,0,7
2013/5/26,11.15,0,14.2,51320.17,0,9
2013/5/27,9.9,0,24,52756.68,0,8
2013/5/28,10.3,11.6,11.7,0,0,2
2013/5/29,10.25,0.5,19.2,11516.27,0,10
2013/5/30,13.1,2.8,16.6,26462.83,0,10
2013/5/31,14.65,0,19.5,18887.73,0,9
2013/6/1,12.3,0,17.8,51066.8,0,8
2013/6/2,12.25,0,13.8,52819.27,0,8
2013/6/3,11.2,0,17.4,53571.4,0,16
2013/6/4,11.7,0,22.2,54332.86,0,23
2013/6/5,12.65,0,14.8,54068.27,0,13
2013/6/6,13.25,0,18.4,54491.79,0,16
2013/6/7,14.25,0.5,21.4,54137.46,0,11
2013/6/8,12.5,0,22.7,51847.65,0,9
2013/6/9,13.3,0,21.1,31811.18,0,1
2013/6/10,12.55,0,8.7,12755.37,0,13
2013/6/11,12.95,0.4,21.2,9181.47,0,8
2013/6/12,15.4,1,29.3,3603.73,0,6
2013/6/13,14.75,0.3,36,23066.64,0,8
2013/6/14,12.9,1.2,20.8,33367.45,0,16
2013/6/15,13.5,2.2,32.8,52755.29,0,8
2013/6/16,13.45,0.4,20.2,7729.99,0,7
2013/6/17,14.7,1.3,21.7,22889.04,0,8
2013/6/18,17.45,1.8,18.5,24420.29,0,14
2013/6/19,18.7,1,14.4,35408.27,0,20
2013/6/20,17.1,0.9,15.7,19159.63,0,12
2013/6/21,16.95,0.5,16.6,26112.01,0,16
2013/6/22,14.7,1.1,34.1,19397.07,0,7
2013/6/23,14.55,1.4,30.3,51509.31,0,3
2013/6/24,12.55,0,24.1,16465.67,0,14
2013/6/25,13,0,9.9,29812.33,0,21
2013/6/26,15.9,0,12.8,43681.17,0,23
2013/6/27,15.25,3,14.7,25792.94,0,20
2013/6/28,15.95,2.8,18.6,0,0,10
2013/6/29,15.3,0,19.9,41395.76,0,10
2013/6/30,18.35,0,21,51381.79,0,7
2013/7/1,16.6,0,19.5,44217,0,16
2013/7/2,14,1.7,20.6,12540.8,0,15
2013/7/3,16.1,1.4,18.7,4285.73,0,10
2013/7/4,16.55,0,20.7,22879.34,0,14
2013/7/5,17.85,0,9.5,53016.36,0,17
2013/7/6,18.1,0,7.8,54084.93,0,13
2013/7/7,19.8,0,13,53723.65,0,8
2013/7/8,18.7,0,19,54040.49,0,16
2013/7/9,18,0,15.5,53876.43,0,19
2013/7/10,17.3,0,20.8,53814.39,0,16
2013/7/11,15.9,0,14.9,47348.62,0,14
2013/7/12,17.15,0,11.2,49007.7,0,20
2013/7/13,21.3,0.1,10.4,52472.43,0,8
2013/7/14,21.75,0,14,49323.62,0,7
2013/7/15,21.25,0,10.8,51404.55,0,13
2013/7/16,22.9,0,9.6,40594.36,0,14
2013/7/17,22.55,0,10.7,51757.8,0,11
2013/7/18,21.25,0,17.6,52505.62,0,18
2013/7/19,20.05,0,19.1,52386.38,0,22
2013/7/20,19,0,20.2,37132.84,0,9
2013/7/21,21.1,0,16.6,35974.42,0,7
2013/7/22,23.5,0,13.7,51110.75,0,17
2013/7/23,23.4,5.7,15.3,45776.57,0,11
2013/7/24,20.6,0,16.3,49427.31,0,24
2013/7/25,19.9,1.2,19.1,48922.33,0,15
2013/7/26,19.2,0,8.7,50275.6,0,9
2013/7/27,20.05,25.4,14.5,34618.41,0,6
2013/7/28,18.35,2.7,24.2,50618.94,0,7
2013/7/29,18.35,3.5,25.4,46984.06,0,17
2013/7/30,16.9,4.1,21.2,5818.21,0,8
2013/7/31,18.85,1.6,24.9,25640.49,0,9
2013/8/1,22.4,0,20.5,50547.08,0,14
2013/8/2,19.1,3.5,19.3,47025.51,0,6
2013/8/3,18.25,0.1,22.4,50192.68,0,5
2013/8/4,17.7,0.1,23.7,39587.44,0,12
2013/8/5,18.6,4.5,20.9,30991.85,0,14
2013/8/6,16.1,0,12.9,41596.77,0,10
2013/8/7,17.1,0,16.6,42338.67,0,18
2013/8/8,15.95,0,16,42332.6,0,19
2013/8/9,18.55,1.4,17.7,37306.55,0,10
2013/8/10,16.05,0,13.6,17151.38,0,6
2013/8/11,18.55,0.5,18.8,45931.04,0,8
2013/8/12,16.05,0,19.3,39063.26,0,8
2013/8/13,15,0.1,15.7,31394.26,0,12
2013/8/14,15.5,0,16.3,29270.42,0,11
2013/8/15,19.65,0.3,24.9,35713.91,0,11
2013/8/16,18.4,3.2,19.4,15391.98,0,11
2013/8/17,16.4,0.8,32.6,25866.35,0,9
2013/8/18,18.75,0.2,22.7,45034.98,0,5
2013/8/19,16.5,0,14.2,30441.65,0,16
2013/8/20,17.35,0,8.5,47088.28,0,12
2013/8/21,17.75,0.6,11.5,45416.71,0,12
2013/8/22,19.25,7.8,11.2,31706,0,11
2013/8/23,20.45,0.1,16.6,35270.55,0,11
2013/8/24,16.65,19.2,22.4,0,0,12
2013/8/25,17.45,11.8,22.3,34131.64,0,9
2013/8/26,18.3,0,18.1,39082.95,0,3
2013/8/27,15.95,0,13,37471.58,0,7
2013/8/28,15.75,0,10.1,37708.87,0,12
2013/8/29,18.05,0,14.5,31577.68,0,12
2013/8/30,18.4,0.4,18.8,26028.31,0,14
2013/8/31,15.55,0,18.3,43427.55,0,10
2013/9/1,14.7,0,15.5,38710.84,0,5
2013/9/2,16.6,0,14.3,41222.96,0,14
2013/9/3,18.2,0.1,7.9,32517.96,0,13
2013/9/4,19.05,0,10.7,39200.22,0,14
2013/9/5,20.55,0,13.8,43200.72,0,10
2013/9/6,14.4,5,16.5,16004,0,12
2013/9/7,13.85,0,19.3,43200,0,4
2013/9/8,12.15,4.4,15.1,37898.99,0,10
2013/9/9,11.45,8.3,14.8,13275.96,0,11
2013/9/10,12.75,0.2,23,16604.51,0,14
2013/9/11,13.85,3.4,20.7,12620.66,0,9
2013/9/12,14.35,0.3,12.4,88.09,0,14
2013/9/13,15.85,14.4,13.8,0,0,15
2013/9/14,11.3,2.3,19.5,6815.34,0,6
2013/9/15,10.55,2.2,31.9,12597.37,0,11
2013/9/16,11.25,0.2,26.4,41461.54,0,9
2013/9/17,10.6,5.5,19.6,16832.38,0,17
2013/9/18,11.85,0,19.8,28274.23,0,15
2013/9/19,11.75,1.3,28.5,10997.86,0,12
2013/9/20,13.1,0,14.5,39211.6,0,15
2013/9/21,12.85,0.1,16.1,154,0,6
2013/9/22,17.05,0,10.1,1859.68,0,5
2013/9/23,16.95,0,8.8,19740.28,0,12
2013/9/24,15.3,0,7.7,29318.61,0,14
2013/9/25,15.95,1.6,9.3,26537.64,0,19
2013/9/26,14.3,0,14.8,29823.32,0,21
2013/9/27,12.75,0,17.6,36603.19,0,8
2013/9/28,14.7,1.6,21.4,36705.03,0,6
2013/9/29,14.55,0,23.8,36690.22,0,4
2013/9/30,14.7,0.2,16.3,36563.3,0,8
2013/10/1,14.35,0,19.9,18619.4,0,21
2013/10/2,15.95,5.8,17.3,6922.43,0,15
2013/10/3,16,5.4,22.2,9057.38,0,11
2013/10/4,17.05,1.5,28.1,29899.12,0,11
2013/10/5,15.7,0,11.5,22334.73,0,5
2013/10/6,13.95,0,10.2,35860.89,0,2
2013/10/7,13.2,0,11.6,22846.86,0,11
2013/10/8,15.8,0,14.6,12060.49,0,20
2013/10/9,12.35,0,24.7,18211.73,0,23
2013/10/10,9.55,0,34,25008.76,0,19
2013/10/11,10.7,7.8,34,16603.14,0,19
2013/10/12,10.65,2.6,32.2,21837.25,0,8
2013/10/13,9.6,10.8,23.4,8462.11,0,1
2013/10/14,9.55,2.2,18.1,26157.83,0,14
2013/10/15,9.9,0,15.2,6514.98,0,13
2013/10/16,9.65,5.4,24.5,5487.07,0,13
2013/10/17,13.1,0,24.5,29848.05,0,9
2013/10/18,12.35,0.9,20.3,3357.28,0,13
2013/10/19,14.15,3,19.3,5778.52,0,7
2013/10/20,13.7,3.2,26.5,4114.13,0,2
2013/10/21,14.6,4,30.2,3526.59,0,13
2013/10/22,15.7,7,24.8,0,0,15
2013/10/23,12.25,3.6,30.8,28110.59,0,13
2013/10/24,11.15,0,17.9,31554.39,0,11
2013/10/25,15.3,1.7,26.8,16346.56,0,13
2013/10/26,15.45,1.3,35.1,27438.96,0,10
2013/10/27,13.65,5.9,36.9,26004.84,0,4
2013/10/28,12.4,18.1,46.5,25208.4,0,4
2013/10/29,8.75,0,21.9,30940.7,0,13
2013/10/30,8.8,0,25.1,28384.52,0,13
2013/10/31,12.45,1.2,25.6,3378.21,0,9
2013/11/1,12.15,1.9,22.7,11145.65,0,12
2013/11/2,11.95,0.3,35.8,20085.4,0,7
2013/11/3,9,7.5,30.9,28910.32,0,9
2013/11/4,6.7,9.3,27.5,28307.55,0,10
2013/11/5,7.15,3.7,27.2,13795.22,0,16
2013/11/6,10.85,3,32.6,0,0,11
2013/11/7,10.85,0.5,27.2,11422.57,0,11
2013/11/8,7.7,4.7,19.1,1497.41,0,8
2013/11/9,5.6,6.6,18.6,1618.4,0,1
2013/11/10,4.8,1.5,18.6,28008.89,0,3
2013/11/11,6.8,3.6,24.1,0,0,12
2013/11/12,8.3,1.3,16.7,4380.42,0,9
2013/11/13,5.2,0.4,17.4,25513.37,0,12
2013/11/14,6.85,1.6,28.8,27301.36,0,10
2013/11/15,5.65,0,18.1,27174.03,0,8
2013/11/16,4.2,0,7.9,26641.05,0,8
2013/11/17,5.85,0,8,0,0,2
2013/11/18,7.55,0.4,16.3,0,0,9
2013/11/19,2.2,0,21.4,26316.44,0,14
2013/11/20,2.1,5.7,25.6,8721.31,0,11
2013/11/21,4.8,0.9,29.3,21782.91,0.07,7
2013/11/22,5.05,0,25.5,25430.39,0,7
2013/11/23,4.45,0,17,21805.82,0,10
2013/11/24,4.85,0,17.8,16285.35,0,3
2013/11/25,4.5,0,18.1,23815.02,0,10
2013/11/26,2.4,0,13.3,24149.51,0,9
2013/11/27,5.95,0.3,9.6,0,0,7
2013/11/28,7.2,0,7.7,0,0,12
2013/11/29,7.35,0,23.9,5114.58,0,11
2013/11/30,4.45,0,21.8,22861.35,0,6
2013/12/1,3.85,0,10,7431.51,0,6
2013/12/2,5.05,0,9.2,18730.34,0,11
2013/12/3,2.8,0,11.8,14482.89,0,5
2013/12/4,4,0,14.7,3939.69,0,8
2013/12/5,4.8,0.5,39.6,22182.32,0,4
2013/12/6,4.35,0,22.2,21418.29,0,8
2013/12/7,5.8,0,16.5,18218.16,0,1
2013/12/8,7.45,0,21.1,15343.93,0,7
2013/12/9,5.95,0,17.2,5132.69,0,8
2013/12/10,4.5,0,11.7,20965.2,0,11
2013/12/11,3.7,0,12.4,20400.29,0,11
2013/12/12,5.85,0,15.4,13882.35,0,9
2013/12/13,8.1,1.5,19.4,0,0,10
2013/12/14,6.75,0.4,34.7,18310.08,0,8
2013/12/15,9.85,1.1,32.6,6123.87,0,2
2013/12/16,10.35,6.7,33.5,305.83,0,5
2013/12/17,6.3,4.8,11.3,13080.8,0,10
2013/12/18,7.35,8.8,41.5,9374.79,0,10
2013/12/19,6.75,1.7,26.6,22387,0,5
2013/12/20,5.8,0,37.9,22064.9,0,7
2013/12/21,9.9,7.1,37.4,0,0,5
2013/12/22,6.4,2.9,30.1,18132.5,0,2
2013/12/23,7.6,16.2,50.9,0,0,0
2013/12/24,8.35,16.8,53.6,12439.31,0,3
2013/12/25,5,1.9,19.8,21668.99,0,1
2013/12/26,4.55,0,31.6,22066.79,0,1
2013/12/27,8.8,6.5,44.1,11906.13,0,3
2013/12/28,4,0,18.2,22519.52,0,2
2013/12/29,3,0,25.3,22637.61,0,4
2013/12/30,7.35,4.6,45.6,4636.73,0,2
2013/12/31,7.5,4.1,31.7,0,0,3
2014/1/1,8.2,12.4,40,0,0,1
2014/1/2,7.3,1.3,30.6,22483.9,0,9
2014/1/3,8.4,3.6,35.9,21768.88,0,4
2014/1/4,5.8,17.9,33.1,0,0,5
2014/1/5,6,0.6,34.3,6997.11,0,1
2014/1/6,10.75,5.4,35.2,21241.01,0,12
2014/1/7,9.55,2.3,33.9,18204.96,0,6
2014/1/8,9,0.9,23.5,19701.77,0,9
2014/1/9,7.55,0.9,34.5,14568.57,0,9
2014/1/10,5.45,0.1,17.6,17463.31,0,9
2014/1/11,4,0.9,19.4,23475.71,0,7
2014/1/12,3.45,2.8,23.1,0,0,0
2014/1/13,7.15,1.6,25.9,23098.95,0,10
2014/1/14,3.9,2.4,19.7,23957.02,0,14
2014/1/15,8,7.1,23.8,0,0,5
2014/1/16,8.25,2.8,25.9,22938.72,0,10
2014/1/17,7.25,0,25.8,24262.1,0,10
2014/1/18,7.2,2.2,23,19381.53,0,3
2014/1/19,4.1,0.4,17.7,19466.61,0,4
2014/1/20,4.3,0,8.4,23188.7,0,7
2014/1/21,4.45,0,22.9,21465.51,0,11
2014/1/22,6.4,5.6,22.4,17676.84,0,9
2014/1/23,3.6,2.6,24.5,19909.35,0,14
2014/1/24,3.4,4.8,18.7,0,0,7
2014/1/25,7.65,3.3,43.8,21719.85,0,3
2014/1/26,5.05,4.9,33.1,0,0,2
2014/1/27,4.25,0.2,28.7,24459.34,0.07,9
2014/1/28,5.75,0.6,22.8,17625.55,0,14
2014/1/29,3.8,12.1,19.5,0,0,16
2014/1/30,4.25,2.6,14.9,3018.44,0,8
2014/1/31,4.2,7.1,34.6,0,0,10
2014/2/1,6.35,5.7,34.7,28096.33,0,7
2014/2/2,6.6,0,30.5,28391.87,0,4
2014/2/3,6.05,0,29.3,28034.58,0,8
2014/2/4,5.75,3.8,34.3,28681.25,0,10
2014/2/5,6.7,10.3,46.5,14797.51,0,13
2014/2/6,7.9,11.6,31.8,0,0,14
2014/2/7,6.1,7.9,31,21573.81,0,6
2014/2/8,7.1,6.1,39.3,29868.57,0,8
2014/2/9,5.55,0.9,38,27793.81,0,5
2014/2/10,5.1,1.8,18.4,22702.13,0,11
2014/2/11,4.3,5.2,37.9,12768.14,0,12
2014/2/12,4.9,8.1,47.2,4459.62,0,6
2014/2/13,5.2,0.1,30,24729.94,0,10
2014/2/14,6.15,8,50.9,0,0,6
2014/2/15,6.95,1.2,52.5,28194.01,0,3
2014/2/16,5.2,0,18.4,31762.13,0,5
2014/2/17,6.05,1.2,24.9,12903.99,0,9
2014/2/18,7.85,3.4,20.2,30422.47,0,5
2014/2/19,6.25,0,18.8,4163.78,0,8
2014/2/20,7.75,3.1,26.6,12890,0,7
2014/2/21,5.75,0,29.9,33301.95,0,6
2014/2/22,7.05,0,23.8,33190.87,0,4
2014/2/23,9.3,0.6,35.1,21849.84,0,2
2014/2/24,9.45,0,29.1,28232.01,0,11
2014/2/25,7.75,5.8,29.8,28486.63,0,5
2014/2/26,6.45,0,20,34450.89,0,8
2014/2/27,6.25,4.8,31.3,28512.68,0,11
2014/2/28,3.75,9.8,17.7,2445.08,0,9
2014/3/1,4.45,0,13,33349.42,0,4
2014/3/2,5.5,8.7,32.7,9728.31,0,2
2014/3/3,5,4.7,14,35004.09,0,16
2014/3/4,4.05,0.1,13.1,24701.92,0,12
2014/3/5,5.9,0,12.7,32771.89,0,10
2014/3/6,7.9,0,22.2,35526.15,0,7
2014/3/7,10.15,0,22.9,12455.93,0,8
2014/3/8,9.7,0,21.2,22775.71,0,7
2014/3/9,10.75,0,16.7,37117.5,0,9
2014/3/10,8.05,0,20.3,31251.53,0,7
2014/3/11,7.1,0,19.9,11284.66,0,15
2014/3/12,7.9,0,13.1,37653.85,0,9
2014/3/13,8.15,0,8.3,34974.19,0,12
2014/3/14,8.85,0,18.7,33899.25,0,6
2014/3/15,10.65,0,19.3,33115.41,0,10
2014/3/16,10.75,0,18.9,38345.5,0,13
2014/3/17,9.55,0,14.3,17300.1,0,10
2014/3/18,9.5,0.3,31,31448.25,0,10
2014/3/19,10.35,0,21.4,34707.82,0,12
2014/3/20,9,2.9,34.8,25946.11,0,8
2014/3/21,8.2,1.1,29.5,38766.81,0,13
2014/3/22,6.9,1.7,29.2,40150.07,0,5
2014/3/23,5.2,1,23.8,40654.98,0,4
2014/3/24,4.7,0,21.4,38458.98,0,7
2014/3/25,5.9,4.9,17.2,8232.47,0,12
2014/3/26,4.35,2.3,18.5,36561.34,0,14
2014/3/27,4.8,1.1,14.5,40674.09,0,17
2014/3/28,7.6,0,17.2,32551.64,0,11
2014/3/29,11.3,0,20.4,41910.79,0,13
2014/3/30,12.25,0,12.7,42294.43,0,7
2014/3/31,12.25,0,14.1,39087.37,0,14
2014/4/1,12.25,0.4,12.1,42681.14,0,12
2014/4/2,13.3,0.8,17.9,36323.56,0,13
2014/4/3,13.15,0,16.1,42950.62,0,8
2014/4/4,13.05,0,14.5,30362.14,0,7
2014/4/5,9.8,0.7,23.7,21708.2,0,12
2014/4/6,12.9,4,30.8,49.79,0,4
2014/4/7,11.15,5.2,27.7,7200,0,11
2014/4/8,8.8,0.1,27.7,43502.56,0,15
2014/4/9,8.85,0,12.8,30909.67,0,21
2014/4/10,9.75,0,9,38413.13,0,10
2014/4/11,11.2,0,10.8,36337.18,0,9
2014/4/12,9.35,0,21.1,37765.71,0,4
2014/4/13,11.4,0,18,43440.49,0,5
2014/4/14,9.9,0,21.7,40513.51,0,11
2014/4/15,6.5,0,13.4,45800.6,0,13
2014/4/16,8.2,0,12.3,46066.92,0,8
2014/4/17,10.75,0,18.7,29517.14,0,4
2014/4/18,7.95,0,18,32771.28,0,1
2014/4/19,7.45,0,21.7,37626.07,0,8
2014/4/20,10.55,8.1,25.8,21478.9,0,5
2014/4/21,11.4,7.8,11.4,42159.58,0,2
2014/4/22,12.2,2.6,20.4,35002.12,0,14
2014/4/23,11.4,2.6,19.9,35754.43,0,12
2014/4/24,11.9,1.4,10.3,18123.56,0,9
2014/4/25,11.25,11.9,19.6,5370.83,0,7
2014/4/26,11.05,2.3,25.6,26861.09,0,4
2014/4/27,11.15,8.2,20.9,43499.24,0,4
2014/4/28,12.1,3.3,14.8,35358.6,0,18
2014/4/29,11.5,4.4,12.6,32814.4,0,11
2014/4/30,12,0,13.6,35634.34,0,10
2014/5/1,9.95,8.2,13.7,4257.5,0,5
2014/5/2,9.5,0,22.2,21736.01,0,16
2014/5/3,7.5,0,11.6,41859.58,0,8
2014/5/4,9.05,0,10.3,43448.38,0,4
2014/5/5,10.35,0,19.6,43207.18,0,7
2014/5/6,13.15,1.2,19.8,42972.74,0,19
2014/5/7,12.5,0.4,27.2,49871.78,0,12
2014/5/8,12.1,5.1,27.7,0,0,10
2014/5/9,13,0,32.6,46409.38,0,11
2014/5/10,12.25,5.8,35.9,37035.27,0,3
2014/5/11,10.9,2.4,36.2,40645.06,0,4
2014/5/12,10.9,1.7,20.6,50400,0,18
2014/5/13,10.35,4.1,12.1,49394.82,0,15
2014/5/14,11.7,0,13.9,46729.97,0,22
2014/5/15,12.3,0,7.3,28220.09,0,16
2014/5/16,13.1,0,8.2,39838.26,0,11
2014/5/17,15.35,0,9,37499.1,0,8
2014/5/18,15.6,0,14.9,50914.23,0,12
2014/5/19,18.3,0,17.3,50423.07,0,10
2014/5/20,15.8,2.1,18.4,28243.37,0,12
2014/5/21,14.1,5.6,14.2,30270.51,0,20
2014/5/22,14.3,6.5,22,44893.1,0,17
2014/5/23,13.3,0.4,26.4,50968.75,0,17
2014/5/24,12.4,7.5,19.9,37305.17,0,1
2014/5/25,12.6,0,21.2,52146.08,0,13
2014/5/26,11.35,12.8,16.3,7562.95,0,5
2014/5/27,11.8,8.6,22.4,15932.72,0,7
2014/5/28,12.15,3.3,19.6,0,0,11
2014/5/29,15.25,1.9,13.1,45250.73,0,10
2014/5/30,12.6,0,16.6,8244.09,0,9
2014/5/31,12.3,0,8.5,24086.38,0,9
2014/6/1,15.2,0,8.2,28151.41,0,5
2014/6/2,15.6,0.3,13.8,44383.71,0,13
2014/6/3,14.5,0.6,14.1,21319.21,0,15
2014/6/4,12.25,5.5,22.8,31615.96,0,14
2014/6/5,13.3,2.6,22.1,50891.82,0,13
2014/6/6,14.2,0,19.6,52412.4,0,21
2014/6/7,17.05,5.3,16.9,30425.56,0,12
2014/6/8,16.3,0,12.7,53545.14,0,8
