Date,CollisionCount
2013-07-01,16
2013-07-02,15
2013-07-03,10
2013-07-04,14
2013-07-05,17
2013-07-06,13
2013-07-07,8
2013-07-08,16
2013-07-09,19
2013-07-10,16
2013-07-11,14
2013-07-12,20
2013-07-13,8
2013-07-14,7
2013-07-15,13
2013-07-16,14
2013-07-17,11
2013-07-18,18
2013-07-19,22
2013-07-20,9
2013-07-21,7
2013-07-22,17
2013-07-23,11
2013-07-24,24
2013-07-25,15
2013-07-26,9
2013-07-27,6
2013-07-28,7
2013-07-29,17
2013-07-30,8
2013-07-31,9
2013-08-01,14
2013-08-02,6
2013-08-03,5
2013-08-04,12
2013-08-05,14
2013-08-06,10
2013-08-07,18
2013-08-08,19
2013-08-09,10
2013-08-10,6
2013-08-11,8
2013-08-12,8
2013-08-13,12
2013-08-14,11
2013-08-15,11
2013-08-16,11
2013-08-17,9
2013-08-18,5
2013-08-19,16
2013-08-20,12
2013-08-21,12
2013-08-22,11
2013-08-23,11
2013-08-24,12
2013-08-25,9
2013-08-26,3
2013-08-27,7
2013-08-28,12
2013-08-29,12
2013-08-30,14
2013-08-31,10
2013-09-01,5
2013-09-02,14
2013-09-03,13
2013-09-04,14
2013-09-05,10
2013-09-06,12
2013-09-07,4
2013-09-08,10
2013-09-09,11
2013-09-10,14
2013-09-11,9
2013-09-12,14
2013-09-13,15
2013-09-14,6
2013-09-15,11
2013-09-16,9
2013-09-17,17
2013-09-18,15
2013-09-19,12
2013-09-20,15
2013-09-21,6
2013-09-22,5
2013-09-23,12
2013-09-24,14
2013-09-25,19
2013-09-26,21
2013-09-27,8
2013-09-28,6
2013-09-29,4
2013-09-30,8
2013-10-01,21
2013-10-02,15
2013-10-03,11
2013-10-04,11
2013-10-05,5
2013-10-06,2
2013-10-07,11
2013-10-08,20
2013-10-09,23
2013-10-10,19
2013-10-11,19
2013-10-12,8
2013-10-13,1
2013-10-14,14
2013-10-15,13
2013-10-16,13
2013-10-17,9
2013-10-18,13
2013-10-19,7
2013-10-20,2
2013-10-21,13
2013-10-22,15
2013-10-23,13
2013-10-24,11
2013-10-25,13
2013-10-26,10
2013-10-27,4
2013-10-28,4
2013-10-29,13
2013-10-30,13
2013-10-31,9
2013-11-01,12
2013-11-02,7
2013-11-03,9
2013-11-04,10
2013-11-05,16
2013-11-06,11
2013-11-07,11
2013-11-08,8
2013-11-09,1
2013-11-10,3
2013-11-11,12
2013-11-12,9
2013-11-13,12
2013-11-14,10
2013-11-15,8
2013-11-16,8
2013-11-17,2
2013-11-18,9
2013-11-19,14
2013-11-20,11
2013-11-21,7
2013-11-22,7
2013-11-23,10
2013-11-24,3
2013-11-25,10
2013-11-26,9
2013-11-27,7
2013-11-28,12
2013-11-29,11
2013-11-30,6
2013-12-01,6
2013-12-02,11
2013-12-03,5
2013-12-04,8
2013-12-05,4
2013-12-06,8
2013-12-07,1
2013-12-08,7
2013-12-09,8
2013-12-10,11
2013-12-11,11
2013-12-12,9
2013-12-13,10
2013-12-14,8
2013-12-15,2
2013-12-16,5
2013-12-17,10
2013-12-18,10
2013-12-19,5
2013-12-20,7
2013-12-21,5
2013-12-22,2
2013-12-24,3
2013-12-25,1
2013-12-26,1
2013-12-27,3
2013-12-28,2
2013-12-29,4
2013-12-30,2
2013-12-31,3
