Date,CollisionCount
2019-01-01,4
2019-01-02,4
2019-01-03,4
2019-01-04,4
2019-01-05,3
2019-01-06,1
2019-01-07,7
2019-01-08,8
2019-01-09,7
2019-01-10,10
2019-01-11,6
2019-01-12,4
2019-01-13,5
2019-01-14,6
2019-01-15,6
2019-01-16,9
2019-01-17,10
2019-01-18,5
2019-01-19,1
2019-01-20,1
2019-01-21,7
2019-01-22,14
2019-01-23,7
2019-01-24,3
2019-01-25,10
2019-01-26,5
2019-01-27,3
2019-01-28,11
2019-01-29,6
2019-01-30,9
2019-01-31,10
2019-02-01,4
2019-02-02,5
2019-02-03,4
2019-02-04,8
2019-02-05,6
2019-02-06,8
2019-02-07,9
2019-02-08,5
2019-02-09,5
2019-02-10,2
2019-02-11,7
2019-02-12,9
2019-02-13,8
2019-02-14,9
2019-02-15,7
2019-02-16,7
2019-02-17,6
2019-02-18,5
2019-02-19,6
2019-02-20,7
2019-02-21,7
2019-02-22,9
2019-02-23,8
2019-02-24,6
2019-02-25,14
2019-02-26,12
2019-02-27,10
2019-02-28,12
2019-03-01,6
2019-03-02,7
2019-03-03,4
2019-03-04,6
2019-03-05,8
2019-03-06,5
2019-03-07,8
2019-03-08,11
2019-03-09,6
2019-03-10,1
2019-03-11,16
2019-03-12,6
2019-03-13,12
2019-03-14,14
2019-03-15,11
2019-03-16,7
2019-03-17,2
2019-03-18,4
2019-03-19,8
2019-03-20,16
2019-03-21,10
2019-03-22,7
2019-03-23,11
2019-03-24,6
2019-03-25,15
2019-03-26,14
2019-03-27,10
2019-03-28,9
2019-03-29,8
2019-03-30,5
2019-03-31,5
2019-04-01,12
2019-04-02,13
2019-04-03,10
2019-04-04,11
2019-04-05,6
2019-04-06,8
2019-04-07,5
2019-04-08,5
2019-04-09,3
2019-04-10,10
2019-04-11,6
2019-04-12,6
2019-04-13,3
2019-04-14,4
2019-04-15,7
2019-04-16,3
2019-04-17,5
2019-04-18,12
2019-04-19,3
2019-04-20,8
2019-04-21,2
2019-04-22,4
2019-04-23,10
2019-04-24,9
2019-04-25,8
2019-04-26,9
2019-04-27,7
2019-04-28,4
2019-04-29,9
2019-04-30,9
2019-05-01,13
2019-05-02,7
2019-05-03,8
2019-05-04,6
2019-05-05,7
2019-05-06,5
2019-05-07,17
2019-05-08,6
2019-05-09,11
2019-05-10,8
2019-05-11,10
2019-05-12,10
2019-05-13,13
2019-05-14,11
2019-05-15,12
2019-05-16,8
2019-05-17,10
2019-05-18,10
2019-05-19,4
2019-05-20,13
2019-05-21,11
2019-05-22,8
2019-05-23,15
2019-05-24,15
2019-05-25,6
2019-05-26,5
2019-05-27,8
2019-05-28,9
2019-05-29,6
2019-05-30,12
2019-05-31,6
2019-06-01,5
2019-06-02,6
2019-06-03,11
2019-06-04,14
2019-06-05,9
2019-06-06,15
2019-06-07,6
2019-06-08,10
2019-06-09,6
2019-06-10,9
2019-06-11,8
2019-06-12,6
2019-06-13,8
2019-06-14,9
2019-06-15,17
2019-06-16,7
2019-06-17,10
2019-06-18,13
2019-06-19,9
2019-06-20,11
2019-06-21,16
2019-06-22,8
2019-06-23,7
2019-06-24,12
2019-06-25,5
2019-06-26,12
2019-06-27,16
2019-06-28,15
2019-06-29,10
2019-06-30,7
