Date,CollisionCount
2012-01-01,2
2012-01-02,1
2012-01-03,5
2012-01-04,10
2012-01-05,3
2012-01-06,9
2012-01-07,2
2012-01-08,6
2012-01-09,9
2012-01-10,7
2012-01-11,10
2012-01-12,18
2012-01-13,2
2012-01-14,3
2012-01-15,4
2012-01-16,13
2012-01-17,13
2012-01-18,10
2012-01-19,10
2012-01-20,12
2012-01-21,6
2012-01-22,2
2012-01-23,9
2012-01-24,10
2012-01-25,9
2012-01-26,14
2012-01-27,4
2012-01-28,5
2012-01-29,3
2012-01-30,7
2012-01-31,4
2012-02-01,6
2012-02-02,12
2012-02-03,11
2012-02-04,4
2012-02-05,1
2012-02-06,2
2012-02-07,6
2012-02-08,9
2012-02-09,6
2012-02-10,8
2012-02-11,4
2012-02-13,5
2012-02-14,7
2012-02-15,8
2012-02-16,6
2012-02-17,5
2012-02-18,3
2012-02-19,3
2012-02-20,8
2012-02-21,11
2012-02-22,8
2012-02-23,13
2012-02-24,11
2012-02-25,4
2012-02-26,3
2012-02-27,5
2012-02-28,13
2012-02-29,4
2012-03-01,10
2012-03-02,9
2012-03-03,5
2012-03-04,3
2012-03-05,7
2012-03-06,10
2012-03-07,9
2012-03-08,6
2012-03-09,13
2012-03-10,4
2012-03-11,5
2012-03-12,12
2012-03-13,9
2012-03-14,11
2012-03-15,10
2012-03-16,7
2012-03-17,7
2012-03-18,4
2012-03-19,10
2012-03-20,13
2012-03-21,18
2012-03-22,8
2012-03-23,10
2012-03-24,6
2012-03-25,3
2012-03-26,14
2012-03-27,11
2012-03-28,15
2012-03-29,15
2012-03-30,13
2012-03-31,4
2012-04-01,4
2012-04-02,10
2012-04-03,4
2012-04-04,11
2012-04-05,7
2012-04-06,2
2012-04-07,4
2012-04-08,3
2012-04-09,1
2012-04-10,6
2012-04-11,3
2012-04-12,5
2012-04-13,7
2012-04-14,2
2012-04-15,2
2012-04-16,8
2012-04-17,11
2012-04-18,9
2012-04-19,7
2012-04-20,5
2012-04-21,9
2012-04-22,3
2012-04-23,5
2012-04-24,9
2012-04-25,6
2012-04-26,6
2012-04-27,13
2012-04-28,3
2012-04-29,5
2012-04-30,13
2012-05-01,5
2012-05-02,4
2012-05-03,10
2012-05-04,3
2012-05-05,3
2012-05-06,3
2012-05-07,7
2012-05-08,6
2012-05-09,9
2012-05-10,6
2012-05-11,7
2012-05-12,5
2012-05-13,6
2012-05-14,8
2012-05-15,12
2012-05-16,12
2012-05-17,6
2012-05-18,12
2012-05-19,5
2012-05-20,2
2012-05-21,15
2012-05-22,18
2012-05-23,13
2012-05-24,15
2012-05-25,13
2012-05-26,13
2012-05-27,7
2012-05-28,13
2012-05-29,11
2012-05-30,10
2012-05-31,16
2012-06-01,13
2012-06-02,7
2012-06-03,1
2012-06-04,7
2012-06-05,1
2012-06-06,5
2012-06-07,7
2012-06-08,3
2012-06-09,6
2012-06-10,5
2012-06-11,1
2012-06-12,7
2012-06-13,8
2012-06-14,17
2012-06-15,11
2012-06-16,6
2012-06-17,11
2012-06-18,8
2012-06-19,12
2012-06-20,12
2012-06-21,15
2012-06-22,8
2012-06-23,4
2012-06-24,2
2012-06-25,10
2012-06-26,13
2012-06-27,18
2012-06-28,15
2012-06-29,11
2012-06-30,6
