Date,CollisionCount
2016-07-01,17
2016-07-02,8
2016-07-03,7
2016-07-04,9
2016-07-05,12
2016-07-06,13
2016-07-07,15
2016-07-08,19
2016-07-09,5
2016-07-10,7
2016-07-11,12
2016-07-12,14
2016-07-13,11
2016-07-14,13
2016-07-15,9
2016-07-16,8
2016-07-17,8
2016-07-18,21
2016-07-19,17
2016-07-20,19
2016-07-21,13
2016-07-22,10
2016-07-23,7
2016-07-24,8
2016-07-25,10
2016-07-26,16
2016-07-27,13
2016-07-28,9
2016-07-29,7
2016-07-30,4
2016-07-31,9
2016-08-01,6
2016-08-02,6
2016-08-03,17
2016-08-04,6
2016-08-05,17
2016-08-06,12
2016-08-07,5
2016-08-08,7
2016-08-09,7
2016-08-10,15
2016-08-11,7
2016-08-12,8
2016-08-13,12
2016-08-14,7
2016-08-15,9
2016-08-16,8
2016-08-17,9
2016-08-18,7
2016-08-19,8
2016-08-20,2
2016-08-21,4
2016-08-22,10
2016-08-23,15
2016-08-24,12
2016-08-25,8
2016-08-26,17
2016-08-27,9
2016-08-28,8
2016-08-29,3
2016-08-30,12
2016-08-31,20
2016-09-01,16
2016-09-02,7
2016-09-03,3
2016-09-04,4
2016-09-05,11
2016-09-06,6
2016-09-07,9
2016-09-08,9
2016-09-09,13
2016-09-10,2
2016-09-11,7
2016-09-12,12
2016-09-13,11
2016-09-14,10
2016-09-15,11
2016-09-16,3
2016-09-17,9
2016-09-18,6
2016-09-19,10
2016-09-20,7
2016-09-21,19
2016-09-22,10
2016-09-23,12
2016-09-24,7
2016-09-25,3
2016-09-26,5
2016-09-27,10
2016-09-28,7
2016-09-29,10
2016-09-30,22
2016-10-01,9
2016-10-02,1
2016-10-03,11
2016-10-04,13
2016-10-05,11
2016-10-06,12
2016-10-07,11
2016-10-08,3
2016-10-09,7
2016-10-10,13
2016-10-11,18
2016-10-12,17
2016-10-13,17
2016-10-14,7
2016-10-15,4
2016-10-16,2
2016-10-17,9
2016-10-18,8
2016-10-19,12
2016-10-20,9
2016-10-21,11
2016-10-22,8
2016-10-23,4
2016-10-24,9
2016-10-25,6
2016-10-26,10
2016-10-27,5
2016-10-28,14
2016-10-29,4
2016-10-30,4
2016-10-31,9
2016-11-01,8
2016-11-02,7
2016-11-03,12
2016-11-04,7
2016-11-05,2
2016-11-06,5
2016-11-07,8
2016-11-08,8
2016-11-09,6
2016-11-10,11
2016-11-11,13
2016-11-12,2
2016-11-13,3
2016-11-14,7
2016-11-15,11
2016-11-16,12
2016-11-17,6
2016-11-18,7
2016-11-19,3
2016-11-20,1
2016-11-21,7
2016-11-22,9
2016-11-23,13
2016-11-24,5
2016-11-25,13
2016-11-26,2
2016-11-27,2
2016-11-28,14
2016-11-29,11
2016-11-30,9
2016-12-01,12
2016-12-02,8
2016-12-03,7
2016-12-04,4
2016-12-05,9
2016-12-06,6
2016-12-07,14
2016-12-08,11
2016-12-09,18
2016-12-10,1
2016-12-11,5
2016-12-12,9
2016-12-13,12
2016-12-14,12
2016-12-15,10
2016-12-16,5
2016-12-17,3
2016-12-18,5
2016-12-19,7
2016-12-20,8
2016-12-21,12
2016-12-22,5
2016-12-23,5
2016-12-24,6
2016-12-26,1
2016-12-27,2
2016-12-28,6
2016-12-29,5
2016-12-30,3
2016-12-31,1
