Date,CollisionCount
2015-01-02,3
2015-01-03,1
2015-01-04,2
2015-01-05,5
2015-01-06,13
2015-01-07,9
2015-01-08,8
2015-01-09,5
2015-01-10,2
2015-01-11,5
2015-01-12,9
2015-01-13,8
2015-01-14,7
2015-01-15,9
2015-01-16,7
2015-01-17,8
2015-01-18,3
2015-01-19,10
2015-01-20,10
2015-01-21,4
2015-01-22,14
2015-01-23,13
2015-01-24,6
2015-01-25,2
2015-01-26,7
2015-01-27,8
2015-01-28,11
2015-01-29,9
2015-01-30,6
2015-02-01,1
2015-02-02,6
2015-02-03,5
2015-02-04,11
2015-02-05,8
2015-02-06,2
2015-02-07,8
2015-02-08,5
2015-02-09,6
2015-02-10,10
2015-02-11,5
2015-02-12,4
2015-02-13,4
2015-02-14,3
2015-02-15,5
2015-02-16,9
2015-02-17,13
2015-02-18,5
2015-02-19,12
2015-02-20,3
2015-02-21,3
2015-02-22,2
2015-02-23,7
2015-02-24,3
2015-02-25,7
2015-02-26,9
2015-02-27,14
2015-02-28,1
2015-03-01,6
2015-03-02,8
2015-03-03,10
2015-03-04,13
2015-03-05,11
2015-03-06,7
2015-03-07,11
2015-03-08,5
2015-03-09,5
2015-03-10,11
2015-03-11,14
2015-03-12,10
2015-03-13,10
2015-03-14,6
2015-03-15,3
2015-03-16,5
2015-03-17,11
2015-03-18,5
2015-03-19,7
2015-03-20,7
2015-03-21,5
2015-03-22,2
2015-03-23,11
2015-03-24,12
2015-03-25,17
2015-03-26,13
2015-03-27,15
2015-03-28,6
2015-03-29,1
2015-03-30,10
2015-03-31,8
2015-04-01,6
2015-04-02,7
2015-04-03,4
2015-04-04,1
2015-04-05,2
2015-04-06,5
2015-04-07,10
2015-04-08,9
2015-04-09,15
2015-04-10,6
2015-04-11,4
2015-04-12,7
2015-04-13,7
2015-04-14,14
2015-04-15,20
2015-04-16,10
2015-04-17,13
2015-04-18,5
2015-04-19,5
2015-04-20,15
2015-04-21,11
2015-04-22,13
2015-04-23,8
2015-04-24,11
2015-04-25,4
2015-04-26,5
2015-04-27,11
2015-04-28,18
2015-04-29,14
2015-04-30,10
2015-05-01,9
2015-05-02,7
2015-05-03,8
2015-05-04,12
2015-05-05,9
2015-05-06,7
2015-05-07,12
2015-05-08,6
2015-05-09,8
2015-05-10,7
2015-05-11,12
2015-05-12,14
2015-05-13,14
2015-05-14,11
2015-05-15,13
2015-05-16,5
2015-05-17,6
2015-05-18,10
2015-05-19,11
2015-05-20,15
2015-05-21,8
2015-05-22,12
2015-05-23,7
2015-05-24,8
2015-05-25,4
2015-05-26,9
2015-05-27,11
2015-05-28,9
2015-05-29,5
2015-05-30,10
2015-05-31,3
2015-06-01,7
2015-06-02,10
2015-06-03,19
2015-06-04,18
2015-06-05,12
2015-06-06,11
2015-06-07,7
2015-06-08,31
2015-06-09,11
2015-06-10,15
2015-06-11,16
2015-06-12,10
2015-06-13,5
2015-06-14,4
2015-06-15,16
2015-06-16,17
2015-06-17,13
2015-06-18,14
2015-06-19,10
2015-06-20,4
2015-06-21,2
2015-06-22,6
2015-06-23,11
2015-06-24,21
2015-06-25,11
2015-06-26,13
2015-06-27,3
2015-06-28,7
2015-06-29,19
2015-06-30,18
