Date,CollisionCount
2019-07-01,9
2019-07-02,15
2019-07-03,17
2019-07-04,15
2019-07-05,10
2019-07-06,9
2019-07-07,8
2019-07-08,10
2019-07-09,13
2019-07-10,15
2019-07-11,12
2019-07-12,12
2019-07-13,5
2019-07-14,3
2019-07-15,13
2019-07-16,6
2019-07-17,19
2019-07-18,7
2019-07-19,5
2019-07-20,7
2019-07-21,11
2019-07-22,13
2019-07-23,15
2019-07-24,14
2019-07-25,9
2019-07-26,9
2019-07-27,2
2019-07-28,8
2019-07-29,5
2019-07-30,10
2019-07-31,13
2019-08-01,10
2019-08-02,7
2019-08-03,7
2019-08-04,8
2019-08-05,12
2019-08-06,9
2019-08-07,10
2019-08-08,12
2019-08-09,4
2019-08-10,3
2019-08-11,3
2019-08-12,4
2019-08-13,10
2019-08-14,7
2019-08-15,10
2019-08-16,8
2019-08-17,5
2019-08-18,3
2019-08-19,9
2019-08-20,8
2019-08-21,12
2019-08-22,12
2019-08-23,6
2019-08-24,5
2019-08-25,2
2019-08-26,9
2019-08-27,13
2019-08-28,9
2019-08-29,10
2019-08-30,11
2019-08-31,6
2019-09-01,5
2019-09-02,9
2019-09-03,11
2019-09-04,11
2019-09-05,11
2019-09-06,9
2019-09-07,9
2019-09-08,7
2019-09-09,13
2019-09-10,7
2019-09-11,13
2019-09-12,12
2019-09-13,14
2019-09-14,11
2019-09-15,3
2019-09-16,14
2019-09-17,20
2019-09-18,14
2019-09-19,18
2019-09-20,17
2019-09-21,10
2019-09-22,7
2019-09-23,18
2019-09-24,6
2019-09-25,7
2019-09-26,7
2019-09-27,6
2019-09-28,8
2019-09-29,3
2019-09-30,10
2019-10-01,12
2019-10-02,11
2019-10-03,10
2019-10-04,10
2019-10-05,8
2019-10-06,7
2019-10-07,6
2019-10-08,10
2019-10-09,12
2019-10-10,14
2019-10-11,10
2019-10-12,1
2019-10-13,2
2019-10-14,11
2019-10-15,11
2019-10-16,10
2019-10-17,5
2019-10-18,7
2019-10-19,6
2019-10-20,5
2019-10-21,2
2019-10-22,4
2019-10-23,7
2019-10-24,9
2019-10-25,10
2019-10-26,6
2019-10-27,5
2019-10-28,7
2019-10-29,9
2019-10-30,9
2019-10-31,10
2019-11-01,7
2019-11-02,7
2019-11-03,7
2019-11-04,8
2019-11-05,10
2019-11-06,9
2019-11-07,15
2019-11-08,4
2019-11-09,5
2019-11-10,5
2019-11-11,12
2019-11-12,14
2019-11-13,14
2019-11-14,12
2019-11-15,8
2019-11-16,6
2019-11-17,5
2019-11-18,8
2019-11-19,5
2019-11-20,11
2019-11-21,7
2019-11-22,6
2019-11-23,8
2019-11-24,2
2019-11-25,11
2019-11-26,10
2019-11-27,14
2019-11-28,18
2019-11-29,17
2019-11-30,6
2019-12-01,2
2019-12-02,7
2019-12-03,16
2019-12-04,12
2019-12-05,9
2019-12-06,5
2019-12-07,5
2019-12-08,4
2019-12-09,4
2019-12-10,13
2019-12-11,12
2019-12-12,11
2019-12-13,6
2019-12-14,1
2019-12-15,5
2019-12-16,9
2019-12-17,8
2019-12-18,10
2019-12-19,8
2019-12-20,9
2019-12-21,6
2019-12-22,2
2019-12-23,4
2019-12-24,4
2019-12-25,2
2019-12-27,3
2019-12-28,2
2019-12-29,3
2019-12-30,5
2019-12-31,3
