Date,CollisionCount
2017-07-01,6
2017-07-02,7
2017-07-03,8
2017-07-04,12
2017-07-05,20
2017-07-06,15
2017-07-07,13
2017-07-08,10
2017-07-09,5
2017-07-10,11
2017-07-11,13
2017-07-12,9
2017-07-13,12
2017-07-14,5
2017-07-15,5
2017-07-16,7
2017-07-17,16
2017-07-18,21
2017-07-19,13
2017-07-20,7
2017-07-21,12
2017-07-22,6
2017-07-23,5
2017-07-24,7
2017-07-25,15
2017-07-26,5
2017-07-27,11
2017-07-28,8
2017-07-29,9
2017-07-30,2
2017-07-31,8
2017-08-01,15
2017-08-02,9
2017-08-03,8
2017-08-04,9
2017-08-05,4
2017-08-06,3
2017-08-07,9
2017-08-08,5
2017-08-09,5
2017-08-10,6
2017-08-11,12
2017-08-12,8
2017-08-13,8
2017-08-14,7
2017-08-15,13
2017-08-16,12
2017-08-17,7
2017-08-18,8
2017-08-19,3
2017-08-20,5
2017-08-21,4
2017-08-22,11
2017-08-23,9
2017-08-24,7
2017-08-25,10
2017-08-26,11
2017-08-27,9
2017-08-28,2
2017-08-29,10
2017-08-30,11
2017-08-31,6
2017-09-01,11
2017-09-02,8
2017-09-03,8
2017-09-04,7
2017-09-05,7
2017-09-06,11
2017-09-07,5
2017-09-08,7
2017-09-09,6
2017-09-10,7
2017-09-11,7
2017-09-12,18
2017-09-13,9
2017-09-14,11
2017-09-15,13
2017-09-16,4
2017-09-17,2
2017-09-18,10
2017-09-19,7
2017-09-20,14
2017-09-21,13
2017-09-22,13
2017-09-23,4
2017-09-24,7
2017-09-25,4
2017-09-26,7
2017-09-27,10
2017-09-28,12
2017-09-29,8
2017-09-30,2
2017-10-01,3
2017-10-02,14
2017-10-03,14
2017-10-04,11
2017-10-05,9
2017-10-06,10
2017-10-07,6
2017-10-08,4
2017-10-09,10
2017-10-10,16
2017-10-11,13
2017-10-12,18
2017-10-13,12
2017-10-14,5
2017-10-15,9
2017-10-16,8
2017-10-17,14
2017-10-18,8
2017-10-19,7
2017-10-20,15
2017-10-21,6
2017-10-22,8
2017-10-23,7
2017-10-24,12
2017-10-25,6
2017-10-26,7
2017-10-27,9
2017-10-28,7
2017-10-29,3
2017-10-30,10
2017-10-31,14
2017-11-01,11
2017-11-02,16
2017-11-03,15
2017-11-04,3
2017-11-05,4
2017-11-06,11
2017-11-07,12
2017-11-08,10
2017-11-09,11
2017-11-10,12
2017-11-11,9
2017-11-12,3
2017-11-13,12
2017-11-14,9
2017-11-15,11
2017-11-16,9
2017-11-17,7
2017-11-18,6
2017-11-19,5
2017-11-20,10
2017-11-21,9
2017-11-22,12
2017-11-23,19
2017-11-24,11
2017-11-25,10
2017-11-26,3
2017-11-27,11
2017-11-28,5
2017-11-29,7
2017-11-30,13
2017-12-01,10
2017-12-02,9
2017-12-03,5
2017-12-04,7
2017-12-05,6
2017-12-06,15
2017-12-07,15
2017-12-08,8
2017-12-09,3
2017-12-10,1
2017-12-11,6
2017-12-12,6
2017-12-13,8
2017-12-14,7
2017-12-15,8
2017-12-16,4
2017-12-17,3
2017-12-18,7
2017-12-19,6
2017-12-20,6
2017-12-21,7
2017-12-22,4
2017-12-23,2
2017-12-24,2
2017-12-25,1
2017-12-26,2
2017-12-27,4
2017-12-28,3
2017-12-29,2
2017-12-30,5
2017-12-31,2
