Date,CollisionCount
2015-07-01,14
2015-07-02,12
2015-07-03,12
2015-07-04,7
2015-07-05,11
2015-07-06,18
2015-07-07,19
2015-07-08,16
2015-07-09,23
2015-07-10,14
2015-07-11,13
2015-07-12,7
2015-07-13,12
2015-07-14,5
2015-07-15,8
2015-07-16,10
2015-07-17,13
2015-07-18,12
2015-07-19,8
2015-07-20,18
2015-07-21,16
2015-07-22,11
2015-07-23,10
2015-07-24,12
2015-07-25,10
2015-07-26,2
2015-07-27,7
2015-07-28,9
2015-07-29,14
2015-07-30,12
2015-07-31,14
2015-08-01,4
2015-08-02,15
2015-08-03,12
2015-08-04,10
2015-08-05,12
2015-08-06,17
2015-08-07,8
2015-08-08,9
2015-08-09,7
2015-08-10,8
2015-08-11,8
2015-08-12,10
2015-08-13,11
2015-08-14,4
2015-08-15,7
2015-08-16,5
2015-08-17,13
2015-08-18,5
2015-08-19,7
2015-08-20,6
2015-08-21,10
2015-08-22,9
2015-08-23,3
2015-08-24,12
2015-08-25,7
2015-08-26,9
2015-08-27,7
2015-08-28,9
2015-08-29,2
2015-08-30,7
2015-08-31,1
2015-09-01,9
2015-09-02,12
2015-09-03,8
2015-09-04,14
2015-09-05,6
2015-09-06,11
2015-09-07,9
2015-09-08,15
2015-09-09,11
2015-09-10,14
2015-09-11,11
2015-09-12,4
2015-09-13,5
2015-09-14,7
2015-09-15,10
2015-09-16,14
2015-09-17,10
2015-09-18,10
2015-09-19,4
2015-09-20,7
2015-09-21,20
2015-09-22,8
2015-09-23,15
2015-09-24,10
2015-09-25,12
2015-09-26,7
2015-09-27,2
2015-09-28,13
2015-09-29,12
2015-09-30,17
2015-10-01,22
2015-10-02,11
2015-10-03,4
2015-10-04,3
2015-10-05,12
2015-10-06,11
2015-10-07,15
2015-10-08,14
2015-10-09,12
2015-10-10,7
2015-10-11,10
2015-10-12,8
2015-10-13,16
2015-10-14,16
2015-10-15,10
2015-10-16,8
2015-10-17,6
2015-10-18,5
2015-10-19,8
2015-10-20,18
2015-10-21,7
2015-10-22,3
2015-10-23,12
2015-10-24,2
2015-10-25,3
2015-10-26,9
2015-10-27,8
2015-10-28,9
2015-10-29,9
2015-10-30,8
2015-10-31,9
2015-11-01,5
2015-11-02,13
2015-11-03,9
2015-11-04,9
2015-11-05,7
2015-11-06,9
2015-11-07,3
2015-11-08,7
2015-11-09,11
2015-11-10,15
2015-11-11,9
2015-11-12,11
2015-11-13,8
2015-11-14,3
2015-11-15,4
2015-11-16,7
2015-11-17,10
2015-11-18,10
2015-11-19,10
2015-11-20,8
2015-11-21,7
2015-11-22,3
2015-11-23,7
2015-11-24,16
2015-11-25,8
2015-11-26,8
2015-11-27,10
2015-11-28,8
2015-11-29,3
2015-11-30,5
2015-12-01,11
2015-12-02,12
2015-12-03,10
2015-12-04,13
2015-12-05,4
2015-12-06,3
2015-12-07,9
2015-12-08,10
2015-12-09,13
2015-12-10,7
2015-12-11,4
2015-12-12,2
2015-12-13,5
2015-12-14,6
2015-12-15,10
2015-12-16,11
2015-12-17,7
2015-12-18,11
2015-12-19,4
2015-12-20,3
2015-12-21,5
2015-12-22,7
2015-12-23,2
2015-12-24,4
2015-12-25,3
2015-12-26,2
2015-12-27,2
2015-12-28,4
2015-12-29,9
2015-12-30,6
2015-12-31,8
