Date,CollisionCount
2014-01-01,1
2014-01-02,9
2014-01-03,4
2014-01-04,5
2014-01-05,1
2014-01-06,12
2014-01-07,6
2014-01-08,9
2014-01-09,9
2014-01-10,9
2014-01-11,7
2014-01-13,10
2014-01-14,14
2014-01-15,5
2014-01-16,10
2014-01-17,10
2014-01-18,3
2014-01-19,4
2014-01-20,7
2014-01-21,11
2014-01-22,9
2014-01-23,14
2014-01-24,7
2014-01-25,3
2014-01-26,2
2014-01-27,9
2014-01-28,14
2014-01-29,16
2014-01-30,8
2014-01-31,10
2014-02-01,7
2014-02-02,4
2014-02-03,8
2014-02-04,10
2014-02-05,13
2014-02-06,14
2014-02-07,6
2014-02-08,8
2014-02-09,5
2014-02-10,11
2014-02-11,12
2014-02-12,6
2014-02-13,10
2014-02-14,6
2014-02-15,3
2014-02-16,5
2014-02-17,9
2014-02-18,5
2014-02-19,8
2014-02-20,7
2014-02-21,6
2014-02-22,4
2014-02-23,2
2014-02-24,11
2014-02-25,5
2014-02-26,8
2014-02-27,11
2014-02-28,9
2014-03-01,4
2014-03-02,2
2014-03-03,16
2014-03-04,12
2014-03-05,10
2014-03-06,7
2014-03-07,8
2014-03-08,7
2014-03-09,9
2014-03-10,7
2014-03-11,15
2014-03-12,9
2014-03-13,12
2014-03-14,6
2014-03-15,10
2014-03-16,13
2014-03-17,10
2014-03-18,10
2014-03-19,12
2014-03-20,8
2014-03-21,13
2014-03-22,5
2014-03-23,4
2014-03-24,7
2014-03-25,12
2014-03-26,14
2014-03-27,17
2014-03-28,11
2014-03-29,13
2014-03-30,7
2014-03-31,14
2014-04-01,12
2014-04-02,13
2014-04-03,8
2014-04-04,7
2014-04-05,12
2014-04-06,4
2014-04-07,11
2014-04-08,15
2014-04-09,21
2014-04-10,10
2014-04-11,9
2014-04-12,4
2014-04-13,5
2014-04-14,11
2014-04-15,13
2014-04-16,8
2014-04-17,4
2014-04-18,1
2014-04-19,8
2014-04-20,5
2014-04-21,2
2014-04-22,14
2014-04-23,12
2014-04-24,9
2014-04-25,7
2014-04-26,4
2014-04-27,4
2014-04-28,18
2014-04-29,11
2014-04-30,10
2014-05-01,5
2014-05-02,16
2014-05-03,8
2014-05-04,4
2014-05-05,7
2014-05-06,19
2014-05-07,12
2014-05-08,10
2014-05-09,11
2014-05-10,3
2014-05-11,4
2014-05-12,18
2014-05-13,15
2014-05-14,22
2014-05-15,16
2014-05-16,11
2014-05-17,8
2014-05-18,12
2014-05-19,10
2014-05-20,12
2014-05-21,20
2014-05-22,17
2014-05-23,17
2014-05-24,1
2014-05-25,13
2014-05-26,5
2014-05-27,7
2014-05-28,11
2014-05-29,10
2014-05-30,9
2014-05-31,9
2014-06-01,5
2014-06-02,13
2014-06-03,15
2014-06-04,14
2014-06-05,13
2014-06-06,21
2014-06-07,12
2014-06-08,8
2014-06-09,12
2014-06-10,12
2014-06-11,17
2014-06-12,10
2014-06-13,16
2014-06-14,10
2014-06-15,7
2014-06-16,12
2014-06-17,13
2014-06-18,20
2014-06-19,11
2014-06-20,11
2014-06-21,13
2014-06-22,7
2014-06-23,14
2014-06-24,15
2014-06-25,11
2014-06-26,23
2014-06-27,14
2014-06-28,4
2014-06-29,5
2014-06-30,12
